Experiment,Minute,Event,Chamber,Event Text,A,B,Condition
1,215.7,END,Both,,119.3081,131.6123,C3
1,215.73,,,,119.3436,131.6078,
1,215.77,,,,119.4965,131.5953,
1,215.8,,,,119.5665,131.5818,
1,215.83,,,,119.5881,131.5649,
1,215.87,,,,119.6678,131.5683,
1,215.9,,,,120.2546,131.575,
1,215.93,,,,121.3961,131.5626,
1,215.97,,,,122.9812,131.5683,
1,216,,,,124.633,131.5671,
1,216.03,,,,126.2224,131.5434,
1,216.07,,,,127.7429,131.5367,
1,216.1,,,,129.1934,131.548,
1,216.13,,,,130.6213,131.5525,
1,216.17,,,,131.9619,131.5412,
1,216.2,,,,133.224,131.5276,
1,216.23,,,,134.4268,131.513,
1,216.27,,,,135.5855,131.504,
1,216.3,,,,136.6828,131.5085,
1,216.33,,,,137.7402,131.5389,
1,216.37,,,,138.7643,131.6574,
1,216.4,,,,139.784,132.0275,
1,216.43,,,,140.764,132.8208,
1,216.47,,,,141.6383,133.9458,
1,216.5,,,,142.4933,135.187,
1,216.53,,,,143.329,136.4463,
1,216.57,,,,144.1194,137.6334,
1,216.6,,,,144.8721,138.7651,
1,216.63,,,,145.6054,139.8236,
1,216.67,,,,146.2666,140.8075,
1,216.7,,,,146.9094,141.7667,
1,216.73,,,,147.576,142.6965,
1,216.77,,,,148.2016,143.5574,
1,216.8,,,,148.8047,144.38,
1,216.83,,,,149.3808,145.1778,
1,216.87,,,,149.9041,145.9598,
1,216.9,,,,150.4382,146.6695,
1,216.93,,,,150.9475,147.3657,
1,216.97,,,,151.444,148.0349,
1,217,,,,151.9221,148.6713,
1,217.03,,,,152.397,149.284,
1,217.07,,,,152.8675,149.864,
1,217.1,,,,153.2853,150.4146,
1,217.13,,,,153.7053,150.9664,
1,217.17,,,,154.0951,151.4742,
1,217.2,,,,154.4666,151.9526,
1,217.23,,,,154.8241,152.4243,
1,217.27,,,,155.159,152.8824,
1,217.3,,,,155.481,153.3349,
1,217.33,,,,155.8094,153.7727,
1,217.37,,,,156.1476,154.1744,
1,217.4,,,,156.4728,154.5389,
1,217.43,,,,156.7937,154.8729,
1,217.47,,,,157.0909,155.2272,
1,217.5,,,,157.3407,155.5669,
1,217.53,,,,157.6131,155.8941,
1,217.57,,,,157.8726,156.1818,
1,217.6,,,,158.1397,156.4718,
1,217.63,,,,158.3712,156.7381,
1,217.67,,,,158.5995,157.0112,
1,217.7,,,,158.8149,157.2674,
1,217.73,,,,159.0367,157.4953,
1,217.77,,,,159.2671,157.73,
1,217.8,,,,159.4674,157.985,
1,217.83,,,,159.6376,158.2389,
1,217.87,,,,159.7991,158.4883,
1,217.9,,,,159.9531,158.7377,
1,217.93,,,,160.1114,158.9509,
1,217.97,,,,160.2826,159.198,
1,218,,,,160.4194,159.4023,
1,218.03,,,,160.5507,159.6144,
1,218.07,,,,160.7058,159.822,
1,218.1,,,,160.8641,160.0364,
1,218.13,,,,161.0008,160.2328,
1,218.17,,,,161.1344,160.3953,
1,218.2,,,,161.241,160.5589,
1,218.23,,,,161.3648,160.7417,
1,218.27,,,,161.4822,160.9075,
1,218.3,,,,161.5963,161.0542,
1,218.33,,,,161.6814,161.2359,
1,218.37,,,,161.7395,161.386,
1,218.4,,,,161.8375,161.4853,
1,218.43,,,,161.9485,161.6196,
1,218.47,,,,162.0163,161.7538,
1,218.5,,,,162.1014,161.8847,
1,218.53,,,,162.195,162.01,
1,218.57,,,,162.2715,162.1217,
1,218.6,,,,162.3318,162.2402,
1,218.63,,,,162.4136,162.344,
1,218.67,,,,162.5256,162.4512,
1,218.7,,,,162.615,162.5482,
1,218.73,,,,162.6538,162.6554,
1,218.77,,,,162.7205,162.7344,
1,218.8,,,,162.7647,162.8224,
1,218.83,,,,162.8228,162.9229,
1,218.87,,,,162.9068,163.0346,
1,218.9,,,,162.9908,163.1135,
1,218.93,,,,163.0242,163.1925,
1,218.97,,,,163.0748,163.258,
1,219,,,,163.1513,163.3144,
1,219.03,,,,163.2073,163.4126,
1,219.07,,,,163.232,163.4995,
1,219.1,,,,163.2611,163.5457,
1,219.13,,,,163.2805,163.5841,
1,219.17,,,,163.3365,163.6461,
1,219.2,,,,163.3903,163.706,
1,219.23,,,,163.4108,163.7466,
1,219.27,,,,163.4399,163.8019,
1,219.3,,,,163.3623,163.8617,
1,219.33,,,,161.9937,163.8955,
1,219.37,,,,158.7104,163.9339,
1,219.4,,,,165.7658,163.9452,
1,219.43,,,,168.9586,163.9565,
1,219.47,,,,166.9751,163.9666,
1,219.5,,,,165.8843,163.2805,
1,219.53,,,,165.5688,161.8035,
1,219.57,,,,165.4126,164.7215,
1,219.6,,,,165.3426,173.014,
1,219.63,,,,165.2565,170.6997,
1,219.67,,,,165.5903,168.9778,
1,219.7,,,,161.4036,168.0627,
1,219.73,,,,156.0679,167.3495,
1,219.77,,,,156.9261,166.7334,
1,219.8,,,,158.0557,166.1794,
1,219.83,,,,158.6674,165.6964,
1,219.87,,,,159.0162,165.4504,
1,219.9,,,,159.1724,164.1426,
1,219.93,,,,159.1832,156.561,
1,219.97,,,,159.0959,150.5151,
1,220,,,,158.9592,154.2534,
1,220.03,,,,158.7513,156.8408,
1,220.07,,,,158.803,158.0832,
1,220.1,,,,157.5442,158.5537,
1,220.13,,,,154.5765,158.6429,
1,220.17,,,,149.5197,158.5785,
1,220.2,,,,148.4407,158.4578,
1,220.23,,,,152.187,158.3348,
1,220.27,,,,154.4796,158.1667,
1,220.3,,,,156.2488,157.9963,
1,220.33,,,,157.6314,157.8372,
1,220.37,,,,153.3683,157.6882,
1,220.4,,,,149.9956,157.4784,
1,220.43,,,,148.6011,157.3847,
1,220.47,,,,145.7314,156.0194,
1,220.5,,,,145.9715,153.3304,
1,220.53,,,,150.7623,151.2158,
1,220.57,,,,153.3812,146.999,
1,220.6,,,,154.6346,146.6492,
1,220.63,,,,155.1655,150.9168,
1,220.67,,,,155.2958,153.2593,
1,220.7,,,,155.2635,154.2692,
1,220.73,,,,155.1558,154.5852,
1,220.77,,,,154.99,154.6066,
1,220.8,,,,154.7455,154.4791,
1,220.83,,,,154.4774,154.3121,
1,220.87,,,,154.275,154.1248,
1,220.9,,,,154.1091,153.8946,
1,220.93,,,,153.9239,153.6565,
1,220.97,,,,153.9314,153.4218,
1,221,,,,152.6705,153.1803,
1,221.03,,,,150.0742,152.9287,
1,221.07,,,,146.6058,152.6793,
1,221.1,,,,149.0125,152.4333,
1,221.13,,,,161.0331,152.1772,
1,221.17,,,,162.3878,151.8804,
1,221.2,,,,161.7923,150.7486,
1,221.23,,,,160.8921,144.8336,
1,221.27,,,,160.1415,159.3255,
1,221.3,,,,159.6494,169.8049,
1,221.33,,,,159.924,166.0338,
1,221.37,,,,161.5522,162.8066,
1,221.4,,,,161.2356,161.0351,
1,221.43,,,,149.9299,160.2181,
1,221.47,,,,149.2429,159.9857,
1,221.5,,,,150.5211,160.1876,
1,221.53,,,,151.5667,160.6762,
1,221.57,,,,152.4626,161.5541,
1,221.6,,,,153.182,163.5412,
1,221.63,,,,153.8798,153.2108,
1,221.67,,,,154.4903,149.4566,
1,221.7,,,,155.7201,149.7557,
1,221.73,,,,156.8195,150.4022,
1,221.77,,,,157.4785,151.0939,
1,221.8,,,,156.5255,151.7337,
1,221.83,,,,146.0394,152.2742,
1,221.87,,,,144.8731,152.817,
1,221.9,,,,146.7371,153.3248,
1,221.93,,,,148.0336,153.9183,
1,221.97,,,,149.0179,155.6425,
1,222,,,,149.7813,158.2412,
1,222.03,,,,150.4371,152.6714,
1,222.07,,,,150.9928,145.8514,
1,222.1,,,,151.4978,146.3389,
1,222.13,,,,152.0578,147.5248,
1,222.17,,,,154.1791,148.5178,
1,222.2,,,,154.6368,149.3619,
1,222.23,,,,145.7185,150.0603,
1,222.27,,,,144.6815,150.7092,
1,222.3,,,,146.0792,151.3828,
1,222.33,,,,147.0979,152.29,
1,222.37,,,,147.9561,154.9824,
1,222.4,,,,148.6851,152.0768,
1,222.43,,,,149.3549,145.1834,
1,222.47,,,,149.9784,145.7363,
1,222.5,,,,150.8194,146.9764,
1,222.53,,,,152.3776,148.0258,
1,222.57,,,,153.5739,148.9286,
1,222.6,,,,147.24,149.7128,
1,222.63,,,,142.1445,150.3909,
1,222.67,,,,144.0601,151.2903,
1,222.7,,,,145.8068,152.0023,
1,222.73,,,,147.1291,153.9894,
1,222.77,,,,148.1726,151.6773,
1,222.8,,,,149.0146,144.2965,
1,222.83,,,,149.7609,144.7817,
1,222.87,,,,150.4027,146.2261,
1,222.9,,,,150.9734,147.4301,
1,222.93,,,,151.487,148.4749,
1,222.97,,,,151.9899,149.3799,
1,223,,,,152.4497,150.1969,
1,223.03,,,,152.93,150.9077,
1,223.07,,,,153.4189,151.587,
1,223.1,,,,153.8431,152.211,
1,223.13,,,,154.2394,152.808,
1,223.17,,,,154.6669,153.397,
1,223.2,,,,155.0718,153.9499,
1,223.23,,,,155.4476,154.4543,
1,223.27,,,,155.8181,155.0252,
1,223.3,,,,156.1637,155.5906,
1,223.33,,,,156.5105,156.1096,
1,223.37,,,,156.84,156.5881,
1,223.4,,,,157.1587,157.0011,
1,223.43,,,,157.4828,157.352,
1,223.47,,,,157.7994,157.6713,
1,223.5,,,,158.0934,157.9828,
1,223.53,,,,158.3088,158.2931,
1,223.57,,,,158.5467,158.6372,
1,223.6,,,,158.8203,159.0164,
1,223.63,,,,159.0679,159.3763,
1,223.67,,,,159.2844,159.6742,
1,223.7,,,,159.5105,159.9416,
1,223.73,,,,159.7506,160.2215,
1,223.77,,,,159.9929,160.5476,
1,223.8,,,,160.2331,160.8872,
1,223.83,,,,160.4409,161.1738,
1,223.87,,,,160.6476,161.4334,
1,223.9,,,,160.8835,161.6974,
1,223.93,,,,161.0956,161.9558,
1,223.97,,,,161.3056,162.1984,
1,224,,,,161.4886,162.4388,
1,224.03,,,,161.6652,162.634,
1,224.07,,,,161.8462,162.7784,
1,224.1,,,,162.0249,162.9217,
1,224.13,,,,162.1724,163.0944,
1,224.17,,,,162.3049,163.2805,
1,224.2,,,,162.4524,163.4735,
1,224.23,,,,162.5558,163.6642,
1,224.27,,,,162.6829,163.8323,
1,224.3,,,,162.797,163.9632,
1,224.33,,,,162.9144,164.093,
1,224.37,,,,163.0608,164.2216,
1,224.4,,,,163.2073,164.3458,
1,224.43,,,,163.372,164.3807,
1,224.47,,,,163.4377,164.4056,
1,224.5,,,,163.3936,164.4812,
1,224.53,,,,163.3333,164.5805,
1,224.57,,,,162.7173,164.6786,
1,224.6,,,,159.4297,164.7576,
1,224.63,,,,155.888,164.8366,
1,224.67,,,,154.8231,164.9088,
1,224.7,,,,155.5101,164.9483,
1,224.73,,,,155.9311,164.2419,
1,224.77,,,,155.8385,160.9437,
1,224.8,,,,155.4627,155.99,
1,224.83,,,,155.0244,154.2072,
1,224.87,,,,154.6809,154.7003,
1,224.9,,,,154.3643,156.0148,
1,224.93,,,,154.1328,156.6309,
1,224.97,,,,154.0101,156.8363,
1,225,,,,153.9131,156.9142,
1,225.03,,,,153.8765,156.9898,
1,225.07,,,,150.2487,157.1286,
1,225.1,,,,146.6811,157.317,
1,225.13,,,,156.1002,157.5777,
1,225.17,,,,163.4506,150.7543,
1,225.2,,,,167.7763,151.6254,
1,225.23,,,,170.2734,160.5713,
1,225.27,,,,171.683,166.7605,
1,225.3,,,,172.4842,170.4526,
1,225.33,,,,172.9138,172.6462,
1,225.37,,,,173.0764,173.9382,
1,225.4,,,,173.071,174.6762,
1,225.43,,,,172.9849,175.1095,
1,225.47,,,,172.8481,175.3035,
1,225.5,,,,172.6877,175.3555,
1,225.53,,,,172.4497,175.3239,
1,225.57,,,,172.1913,175.1896,
1,225.6,,,,171.9156,175.009,
1,225.63,,,,171.6281,174.7834,
1,225.67,,,,171.3567,174.5475,
1,225.7,,,,171.0789,174.2914,
1,225.73,,,,170.7828,174.0217,
1,225.77,,,,170.5114,173.7283,
1,225.8,,,,170.2357,173.4383,
1,225.83,,,,169.959,173.1337,
1,225.87,,,,169.6844,172.847,
1,225.9,,,,169.413,172.5604,
1,225.93,,,,169.118,172.2625,
1,225.97,,,,168.9339,171.9635,
1,226,,,,168.669,171.6837,
1,226.03,,,,168.4611,171.4129,
1,226.07,,,,168.2242,171.1556,
1,226.1,,,,167.983,170.8961,
1,226.13,,,,167.6503,170.6388,
1,226.17,,,,167.2712,170.3883,
1,226.2,,,,166.8556,170.1412,
1,226.23,,,,166.3161,169.9189,
1,226.27,,,,165.9273,169.6954,
1,226.3,,,,165.7755,169.4472,
1,226.33,,,,165.7411,169.2148,
1,226.37,,,,165.782,168.9981,
1,226.4,,,,165.8552,168.7803,
1,226.43,,,,165.9489,168.5546,
1,226.47,,,,166.0566,168.3346,
1,226.5,,,,166.1675,168.1259,
1,226.53,,,,166.2665,167.9024,
1,226.57,,,,166.3645,167.1577,
1,226.6,,,,166.4658,166.2809,
1,226.63,,,,166.5648,165.7856,
1,226.67,DMEM,Both,,166.6951,165.517,IP10
1,226.7,,,,166.8437,165.4234,
1,226.73,,,,166.9859,165.3974,
1,226.77,,,,167.1302,165.42,
1,226.8,,,,167.2422,165.4798,
1,226.83,,,,167.3509,165.5464,
1,226.87,,,,167.464,165.6344,
1,226.9,,,,167.5867,165.7303,
1,226.93,,,,167.7052,165.8431,
1,226.97,,,,167.814,165.9774,
1,227,,,,167.9033,166.1049,
1,227.03,,,,167.9949,166.2516,
1,227.07,,,,168.151,166.3859,
1,227.1,,,,168.2555,166.5123,
1,227.13,,,,168.3588,166.6454,
1,227.17,,,,168.4891,166.7853,
1,227.2,,,,168.5785,166.9016,
1,227.23,,,,168.6883,167.0471,
1,227.27,,,,168.8003,167.2322,
1,227.3,,,,168.9209,167.389,
1,227.33,,,,169.02,167.5278,
1,227.37,,,,169.1277,167.6801,
1,227.4,,,,169.2224,167.8426,
1,227.43,,,,169.3269,168.0051,
1,227.47,,,,169.4152,168.1417,
1,227.5,,,,169.4852,168.2759,
1,227.53,,,,169.5606,168.4068,
1,227.57,,,,169.6338,168.5422,
1,227.6,,,,169.7232,168.6878,
1,227.63,,,,169.8212,168.8458,
1,227.67,,,,169.9062,169.0004,
1,227.7,,,,169.9978,169.1617,
1,227.73,,,,170.0678,169.3423,
1,227.77,,,,170.1658,169.4754,
1,227.8,,,,170.2659,169.6131,
1,227.83,,,,170.3337,169.762,
1,227.87,,,,170.4037,169.9177,
1,227.9,,,,170.5028,170.0599,
1,227.93,,,,170.5706,170.1773,
1,227.97,,,,170.6396,170.3172,
1,228,,,,170.6912,170.4628,
1,228.03,,,,170.7332,170.6117,
1,228.07,,,,170.7752,170.7347,
1,228.1,,,,170.8269,170.8791,
1,228.13,,,,170.9185,171.0089,
1,228.17,,,,170.9863,171.1398,
1,228.2,,,,171.0261,171.265,
1,228.23,,,,171.08,171.4038,
1,228.27,,,,171.1349,171.5415,
1,228.3,,,,171.206,171.6769,
1,228.33,,,,171.2641,171.8044,
1,228.37,,,,171.3061,171.9206,
1,228.4,,,,171.3363,172.0211,
1,228.43,,,,171.3826,172.1091,
1,228.47,,,,171.4493,172.2434,
1,228.5,,,,171.5215,172.3833,
1,228.53,,,,171.5764,172.4826,
1,228.57,,,,171.6238,172.6033,
1,228.6,,,,171.6625,172.7308,
1,228.63,,,,171.7035,172.8425,
1,228.67,,,,171.7498,172.9746,
1,228.7,,,,171.8079,173.1043,
1,228.73,,,,171.8596,173.2014,
1,228.77,,,,171.9285,173.3018,
1,228.8,,,,171.9824,173.4067,
1,228.83,,,,172.0308,173.5105,
1,228.87,,,,172.0534,173.6279,
1,228.9,,,,172.076,173.7294,
1,228.93,,,,172.1417,173.8242,
1,228.97,,,,172.1643,173.9596,
1,229,,,,172.1827,174.0713,
1,229.03,,,,172.2268,174.1345,
1,229.07,,,,172.2623,174.2022,
1,229.1,,,,172.3313,174.3083,
1,229.13,,,,172.3657,174.4031,
1,229.17,,,,172.4034,174.4934,
1,229.2,,,,172.412,174.5825,
1,229.23,,,,172.4325,174.692,
1,229.27,,,,172.4562,174.7958,
1,229.3,,,,172.4982,174.8781,
1,229.33,,,,172.5305,174.947,
1,229.37,,,,172.5445,175.0372,
1,229.4,,,,172.5725,175.123,
1,229.43,,,,172.6134,175.1907,
1,229.47,,,,172.6371,175.2776,
1,229.5,,,,172.65,175.3882,
1,229.53,,,,172.6629,175.4886,
1,229.57,,,,172.6802,175.5823,
1,229.6,,,,172.6694,175.6624,
1,229.63,,,,172.6726,175.712,
1,229.67,,,,172.7028,175.7718,
1,229.7,,,,172.7501,175.8474,
1,229.73,,,,172.776,175.9118,
1,229.77,,,,172.7674,175.9749,
1,229.8,,,,172.7458,176.0539,
1,229.83,,,,172.7803,176.1284,
1,229.87,,,,172.8191,176.2175,
1,229.9,,,,172.8428,176.3044,
1,229.93,,,,172.8837,176.3609,
1,229.97,,,,172.888,176.4534,
1,230,,,,172.8697,176.5019,
1,230.03,,,,172.888,176.5346,
1,230.07,,,,172.9181,176.5888,
1,230.1,,,,172.9052,176.6599,
1,230.13,,,,172.9031,176.7084,
1,230.17,,,,172.9074,176.7501,
1,230.2,,,,172.9138,176.8224,
1,230.23,,,,172.9494,176.8968,
1,230.27,,,,172.9537,176.9487,
1,230.3,,,,172.9666,176.9882,
1,230.33,,,,172.9914,177.0311,
1,230.37,,,,173.0161,177.0875,
1,230.4,,,,173.0021,177.1462,
1,230.43,,,,173.0237,177.2162,
1,230.47,,,,173.0323,177.2805,
1,230.5,,,,173.0269,177.3572,
1,230.53,,,,173.0366,177.3899,
1,230.57,,,,173.0334,177.4306,
1,230.6,,,,173.0474,177.4441,
1,230.63,,,,173.0743,177.4802,
1,230.67,,,,173.0915,177.5366,
1,230.7,,,,173.1023,177.601,
1,230.73,,,,173.1227,177.6641,
1,230.77,,,,173.1324,177.716,
1,230.8,,,,173.1346,177.7612,
1,230.83,,,,173.1357,177.7883,
1,230.87,,,,173.1357,177.8266,
1,230.9,,,,173.1141,177.8909,
1,230.93,,,,173.0937,177.9699,
1,230.97,,,,173.1141,178.0173,
1,231,,,,173.1303,178.0399,
1,231.03,,,,173.1033,178.0636,
1,231.07,,,,172.8406,178.1008,
1,231.1,,,,172.4303,178.1392,
1,231.13,,,,172.145,178.1753,
1,231.17,,,,172.0061,178.2216,
1,231.2,,,,171.9231,178.2611,
1,231.23,HEK293,Both,2000000,171.8295,178.2148,IP10
1,231.27,,,,171.725,177.768,
1,231.3,,,,171.6561,177.2466,
1,231.33,,,,171.5872,176.9149,
1,231.37,,,,171.5096,176.7219,
1,231.4,,,,171.4041,176.5922,
1,231.43,,,,171.2997,176.4816,
1,231.47,,,,171.2264,176.3778,
1,231.5,,,,171.1554,176.2807,
1,231.53,,,,171.0509,176.204,
1,231.57,,,,170.9357,176.1577,
1,231.6,,,,170.8894,176.1058,
1,231.63,,,,170.8485,176.0302,
1,231.67,,,,170.8108,175.9524,
1,231.7,,,,170.7246,175.8914,
1,231.73,,,,170.5911,175.8519,
1,231.77,,,,170.548,175.7797,
1,231.8,,,,170.5373,175.7244,
1,231.83,,,,170.4942,175.6974,
1,231.87,,,,170.4188,175.6421,
1,231.9,,,,170.3585,175.6003,
1,231.93,,,,170.2842,175.5597,
1,231.97,,,,170.2314,175.5078,
1,232,,,,170.1819,175.4863,
1,232.03,,,,170.1227,175.4548,
1,232.07,,,,170.0613,175.4333,
1,232.1,,,,169.9784,175.4028,
1,232.13,,,,169.8976,175.3385,
1,232.17,,,,169.8373,175.2799,
1,232.2,,,,169.7673,175.2279,
1,232.23,,,,169.6866,175.167,
1,232.27,,,,169.608,175.1309,
1,232.3,,,,169.524,175.0892,
1,232.33,,,,169.4658,175.0316,
1,232.37,,,,169.427,174.9763,
1,232.4,,,,169.3603,174.9199,
1,232.43,,,,169.286,174.8714,
1,232.47,,,,169.2343,174.8454,
1,232.5,,,,169.1578,174.8071,
1,232.53,,,,169.0792,174.745,
1,232.57,,,,169.0405,174.6897,
1,232.6,,,,169.0114,174.622,
1,232.63,,,,168.9425,174.543,
1,232.67,,,,168.8757,174.4843,
1,232.7,,,,168.7971,174.4595,
1,232.73,,,,168.7422,174.4121,
1,232.77,,,,168.6883,174.3602,
1,232.8,,,,168.6356,174.3027,
1,232.83,,,,168.5634,174.2338,
1,232.87,,,,168.4751,174.1752,
1,232.9,,,,168.4062,174.1357,
1,232.93,,,,168.3201,174.0917,
1,232.97,,,,168.2253,174.0341,
1,233,,,,168.1639,173.9529,
1,233.03,,,,168.1133,173.8908,
1,233.07,,,,168.0584,173.8694,
1,233.1,,,,167.9744,173.8265,
1,233.13,,,,167.9033,173.7622,
1,233.17,,,,167.8247,173.7136,
1,233.2,,,,167.7612,173.6561,
1,233.23,,,,167.703,173.5839,
1,233.27,,,,167.6481,173.5173,
1,233.3,,,,167.5792,173.4677,
1,233.33,,,,167.5264,173.3977,
1,233.37,,,,167.4608,173.3447,
1,233.4,,,,167.3865,173.3074,
1,233.43,,,,167.31,173.26,
1,233.47,,,,167.2529,173.1844,
1,233.5,,,,167.1937,173.1122,
1,233.53,,,,167.1345,173.0321,
1,233.57,,,,167.0559,172.952,
1,233.6,,,,166.9869,172.9035,
1,233.63,,,,166.9116,172.8448,
1,233.67,,,,166.8566,172.7906,
1,233.7,,,,166.7877,172.7195,
1,233.73,,,,166.7037,172.6563,
1,233.77,,,,166.6327,172.6044,
1,233.8,,,,166.5885,172.5548,
1,233.83,,,,166.5745,172.4972,
1,233.87,,,,166.5153,172.4329,
1,233.9,,,,166.4313,172.3754,
1,233.93,,,,166.3333,172.2851,
1,233.97,,,,166.2622,172.205,
1,234,,,,166.2019,172.1734,
1,234.03,,,,166.1212,172.1158,
1,234.07,,,,166.0544,172.0527,
1,234.1,,,,165.9887,171.9906,
1,234.13,,,,165.9273,171.924,
1,234.17,,,,165.8735,171.8394,
1,234.2,,,,165.8358,171.7931,
1,234.23,,,,165.7798,171.7356,
1,234.27,,,,165.6904,171.6713,
1,234.3,,,,165.6075,171.599,
1,234.33,,,,165.5494,171.5155,
1,234.37,,,,165.4988,171.4366,
1,234.4,,,,165.4223,171.3779,
1,234.43,,,,165.3415,171.3271,
1,234.47,,,,165.2705,171.2583,
1,234.5,,,,165.2166,171.2018,
1,234.53,,,,165.137,171.1127,
1,234.57,,,,165.0917,171.0337,
1,234.6,,,,165.025,170.9739,
1,234.63,,,,164.9787,170.9243,
1,234.67,,,,164.9453,170.8825,
1,234.7,,,,164.8817,170.7979,
1,234.73,,,,164.7924,170.7133,
1,234.77,,,,164.7094,170.6546,
1,234.8,,,,164.6438,170.6117,
1,234.83,,,,164.5662,170.5835,
1,234.87,,,,164.493,170.5395,
1,234.9,,,,164.4252,170.465,
1,234.93,,,,164.3799,170.4018,
1,234.97,,,,164.3347,170.3037,
1,235,,,,164.2809,170.2258,
1,235.03,,,,164.2141,170.1581,
1,235.07,,,,164.1409,170.0904,
1,235.1,,,,164.058,170.0249,
1,235.13,,,,164.0041,169.9651,
1,235.17,,,,163.9847,169.9008,
1,235.2,,,,163.9471,169.8421,
1,235.23,,,,163.8458,169.7744,
1,235.27,,,,163.7414,169.6797,
1,235.3,,,,163.6671,169.6153,
1,235.33,,,,163.6186,169.5409,
1,235.37,,,,163.5497,169.498,
1,235.4,,,,163.4851,169.4427,
1,235.43,,,,163.4571,169.366,
1,235.47,,,,163.4248,169.287,
1,235.5,,,,163.3462,169.2328,
1,235.53,,,,163.2536,169.1685,
1,235.57,,,,163.2105,169.0884,
1,235.6,,,,163.1513,169.0387,
1,235.63,,,,163.0727,168.971,
1,235.67,,,,163.0005,168.8943,
1,235.7,,,,162.9467,168.8243,
1,235.73,,,,162.8821,168.7657,
1,235.77,,,,162.8379,168.7408,
1,235.8,,,,162.7948,168.6641,
1,235.83,,,,162.7561,168.5851,
1,235.87,,,,162.6839,168.5355,
1,235.9,,,,162.6129,168.4734,
1,235.93,,,,162.5396,168.391,
1,235.97,,,,162.4804,168.329,
1,236,,,,162.4233,168.2635,
1,236.03,,,,162.3813,168.2015,
1,236.07,,,,162.3232,168.1586,
1,236.1,,,,162.2521,168.0909,
1,236.13,,,,162.2037,168.0435,
1,236.17,,,,162.138,167.9566,
1,236.2,,,,162.0863,167.9182,
1,236.23,,,,162.0335,167.8833,
1,236.27,,,,161.9905,167.8505,
1,236.3,,,,161.9258,167.8178,
1,236.33,,,,161.8418,167.7264,
1,236.37,,,,161.7697,167.635,
1,236.4,,,,161.718,167.5673,
1,236.43,,,,161.6545,167.5267,
1,236.47,,,,161.5953,167.4669,
1,236.5,,,,161.5457,167.3947,
1,236.53,,,,161.4951,167.3055,
1,236.57,,,,161.4423,167.2446,
1,236.6,,,,161.3917,167.204,
1,236.63,,,,161.3637,167.1521,
1,236.67,,,,161.3304,167.1035,
1,236.7,,,,161.2464,167.055,
1,236.73,,,,161.1785,166.9941,
1,236.77,,,,161.1182,166.9467,
1,236.8,,,,161.0547,166.8993,
1,236.83,,,,161.0041,166.8451,
1,236.87,,,,160.9438,166.7786,
1,236.9,,,,160.8845,166.7041,
1,236.93,,,,160.8565,166.633,
1,236.97,,,,160.8232,166.5833,
1,237,,,,160.7736,166.5461,
1,237.03,,,,160.737,166.5077,
1,237.07,,,,160.6703,166.4344,
1,237.1,,,,160.5981,166.3735,
1,237.13,,,,160.554,166.3453,
1,237.17,,,,160.512,166.3069,
1,237.2,,,,160.4947,166.2505,
1,237.23,,,,160.442,166.1929,
1,237.27,,,,160.3967,166.1376,
1,237.3,,,,160.3171,166.1049,
1,237.33,,,,160.2568,166.0564,
1,237.37,,,,160.2234,166.009,
1,237.4,,,,160.1889,165.9729,
1,237.43,,,,160.1351,165.9097,
1,237.47,,,,160.0694,165.8488,
1,237.5,,,,160.0349,165.7844,
1,237.53,,,,159.9908,165.7292,
1,237.57,,,,159.9412,165.6885,
1,237.6,,,,159.8874,165.6502,
1,237.63,,,,159.8379,165.596,
1,237.67,,,,159.7873,165.5723,
1,237.7,,,,159.7323,165.5418,
1,237.73,,,,159.6731,165.4764,
1,237.77,,,,159.6527,165.3952,
1,237.8,,,,159.6387,165.3432,
1,237.83,,,,159.5967,165.3196,
1,237.87,,,,159.5374,165.288,
1,237.9,,,,159.4739,165.2552,
1,237.93,,,,159.4405,165.2078,
1,237.97,,,,159.4125,165.1548,
1,238,,,,159.3608,165.1266,
1,238.03,,,,159.3479,165.0984,
1,238.07,,,,159.3145,165.0465,
1,238.1,,,,159.2381,165.0138,
1,238.13,,,,159.1788,164.9946,
1,238.17,,,,159.1282,164.9472,
1,238.2,,,,159.0862,164.9156,
1,238.23,,,,159.0625,164.8637,
1,238.27,,,,159.0453,164.8118,
1,238.3,,,,158.9958,164.7937,
1,238.33,,,,158.943,164.7576,
1,238.37,,,,158.8967,164.726,
1,238.4,,,,158.8773,164.6798,
1,238.43,,,,158.8483,164.6245,
1,238.47,,,,158.7987,164.5703,
1,238.5,,,,158.7729,164.5173,
1,238.53,,,,158.7363,164.48,
1,238.57,,,,158.69,164.462,
1,238.6,,,,158.6437,164.4281,
1,238.63,,,,158.607,164.3841,
1,238.67,,,,158.5575,164.3762,
1,238.7,,,,158.5241,164.3277,
1,238.73,,,,158.4897,164.2972,
1,238.77,,,,158.4606,164.2611,
1,238.8,,,,158.4326,164.2058,
1,238.83,,,,158.4068,164.1663,
1,238.87,,,,158.3615,164.1415,
1,238.9,,,,158.3206,164.1077,
1,238.93,,,,158.2915,164.0512,
1,238.97,,,,158.2603,164.0117,
1,239,,,,158.2129,163.9948,
1,239.03,,,,158.1925,163.9598,
1,239.07,,,,158.1752,163.9429,
1,239.1,,,,158.1354,163.9068,
1,239.13,,,,158.088,163.8775,
1,239.17,,,,158.0503,163.8538,
1,239.2,,,,158.0159,163.8391,
